,0
2139,5805152
2140,5802539
2141,5802538
2142,5802537
2143,5802536
2144,5802535
2145,5802534
2146,5802533
2147,5802532
2148,5802531
2149,5802530
2150,5802529
2151,5802388
2152,5802381
2153,5802380
2154,5802352
2155,5802334
2156,5802326
2157,5802284
2158,5801707
2159,5801704
2160,5801703
2161,5801702
2162,5801701
2163,5801700
2164,5801699
2165,5801698
2166,5801697
2167,5801696
2168,5801694
2169,5801692
2170,5801691
2171,5801690
2172,5801689
2173,5801688
2174,5801687
2175,5801686
2176,5801685
2177,5801679
2178,5801677
2179,5801676
2180,5801675
2181,5799325
2182,5798760
2183,5798759
2184,5798758
2185,5798757
2186,5798752
2187,5798749
2188,5796969
2189,5796967
2190,5796406
2191,5796404
2192,5796403
2193,5796402
2194,5796399
2195,5796398
2196,5796397
2197,5796396
2198,5796395
2199,5796394
2200,5796393
2201,5794259
2202,5794258
2203,5794257
2204,5794001
2205,5793370
2206,5793368
2207,5793367
2208,5793366
2209,5793365
2210,5792659
2211,5790820
2212,5790819
2213,5790818
2214,5790129
2215,5790127
2216,5790122
2217,5790121
2218,5790120
2219,5790119
2220,5790118
2221,5790117
2222,5790116
2223,5790115
2224,5790114
2225,5790094
2226,5787453
2227,5787452
2228,5787451
2229,5787450
2230,5787449
2231,5787448
2232,5787305
2233,5787295
2234,5786820
2235,5786819
2236,5786818
2237,5786816
2238,5786815
2239,5786814
2240,5784583
2241,5784546
2242,5784545
2243,5784061
2244,5784060
2245,5784059
2246,5784058
2247,5784057
2248,5784056
2249,5782060
2250,5782057
2251,5781915
2252,5781914
2253,5781785
2254,5781193
2255,5781192
2256,5781191
2257,5781190
2258,5781189
2259,5781188
2260,5781186
2261,5778405
2262,5778404
2263,5778403
2264,5778402
2265,5778401
2266,5778400
2267,5778398
2268,5778397
2269,5778396
2270,5778240
2271,5777616
2272,5777615
2273,5777614
2274,5777612
2275,5777597
2276,5774123
2277,5774122
2278,5774120
2279,5774119
2280,5774118
2281,5774117
2282,5774111
2283,5771042
2284,5771041
2285,5771036
2286,5771032
2287,5768607
2288,5768606
2289,5767855
2290,5767854
2291,5767853
2292,5767852
2293,5767851
2294,5767850
2295,5767849
2296,5767848
2297,5767847
2298,5767846
2299,5767845
2300,5767835
2301,5765180
2302,5765179
2303,5765178
2304,5765177
2305,5765176
2306,5765006
2307,5765005
2308,5764960
2309,5764936
2310,5764873
2311,5764230
2312,5764229
2313,5764228
2314,5764227
2315,5764226
2316,5761689
2317,5761688
2318,5761687
2319,5761686
2320,5761685
2321,5761684
2322,5761683
2323,5761682
2324,5761681
2325,5761525
2326,5761485
2327,5760776
2328,5760775
2329,5760774
2330,5760773
2331,5760772
2332,5760771
2333,5760769
2334,5760768
2335,5760767
2336,5758361
2337,5758126
2338,5758111
2339,5758110
2340,5758049
2341,5758048
2342,5757373
2343,5757372
2344,5757371
2345,5757370
2346,5757369
2347,5757368
2348,5757358
2349,5754873
2350,5754832
2351,5754809
2352,5754808
2353,5754770
2354,5754179
2355,5754178
2356,5754177
2357,5754176
2358,5754175
2359,5754174
2360,5754173
2361,5754172
2362,5752254
2363,5752253
2364,5752058
2365,5752057
2366,5752056
2367,5752055
2368,5752054
2369,5752053
2370,5751980
2371,5751979
2372,5751953
2373,5999951
2374,5999950
2375,5999949
2376,5999948
2377,5999182
2378,5999181
2379,5999180
2380,5999179
2381,5999178
2382,5999177
2383,5999176
2384,5999175
2385,5999174
2386,5999173
2387,5999172
2388,5999160
2389,5995986
2390,5995985
2391,5995984
2392,5995110
2393,5995106
2394,5995105
2395,5995104
2396,5995103
2397,5995102
2398,5995101
2399,5995100
2400,5995099
2401,5995098
2402,5995097
2403,5995096
2404,5995095
2405,5995094
2406,5995093
2407,5995091
2408,5995090
2409,5995079
2410,5995077
2411,5991783
2412,5991782
2413,5991781
2414,5991780
2415,5990893
2416,5990892
2417,5990891
2418,5990890
2419,5990889
2420,5990888
2421,5990887
2422,5990886
2423,5990885
2424,5990884
2425,5990883
2426,5990881
2427,5990879
2428,5990878
2429,5990862
2430,5990861
2431,5988078
2432,5987482
2433,5987481
2434,5987480
2435,5986657
2436,5986656
2437,5986655
2438,5986654
2439,5986653
2440,5986652
2441,5986651
2442,5986639
2443,5986638
2444,5986635
2445,5983248
2446,5983247
2447,5983246
2448,5983245
2449,5983244
2450,5983243
2451,5982370
2452,5982369
2453,5982368
2454,5982367
2455,5982366
2456,5982365
2457,5982364
2458,5982363
2459,5982362
2460,5982351
2461,5978820
2462,5978819
2463,5978818
2464,5978817
2465,5978816
2466,5977976
2467,5977975
2468,5977974
2469,5977973
2470,5977972
2471,5977970
2472,5977969
2473,5977968
2474,5977967
2475,5977966
2476,5977965
2477,5977964
2478,5977963
2479,5977950
2480,5977948
2481,5974431
2482,5974430
2483,5974004
2484,5973696
2485,5973695
2486,5973694
2487,5973693
2488,5973692
2489,5973691
2490,5973690
2491,5973689
2492,5973688
2493,5973687
2494,5973686
2495,5973685
2496,5973684
2497,5973683
2498,5973682
2499,5973681
2500,5973680
2501,5973679
2502,5973666
2503,5973665
2504,5973663
2505,5970506
2506,5970505
2507,5970504
2508,5969720
2509,5969719
2510,5969718
2511,5969717
2512,5969716
2513,5969714
2514,5969708
2515,5969705
2516,5966719
2517,5966718
2518,5966128
2519,5966127
2520,5966126
2521,5966125
2522,5966124
2523,5966123
2524,5966122
2525,5966121
2526,5966120
2527,5963969
2528,5963968
2529,5963967
2530,5963966
2531,5963965
2532,5963964
2533,5963208
2534,5963207
2535,5963206
2536,5963205
2537,5963204
2538,5963203
2539,5963202
2540,5963201
2541,5963191
2542,5963183
2543,5960449
2544,5960448
2545,5960447
2546,5959630
2547,5959629
2548,5959628
2549,5959627
2550,5959626
2551,5959625
2552,5959624
2553,5959623
2554,5959622
2555,5959621
2556,5956740
2557,5956739
2558,5956738
2559,5956737
2560,5956736
2561,5956036
2562,5956035
2563,5956034
2564,5956033
2565,5956032
2566,5956031
2567,5956030
2568,5956029
2569,5956028
2570,5956027
2571,5956026
2572,5956025
2573,5956024
2574,5956023
2575,5953735
2576,5953734
2577,5953733
2578,5953732
2579,5953731
2580,5953730
2581,5953012
2582,5953011
2583,5953010
2584,5953009
2585,5953007
2586,5953005
2587,5950217
2588,5950216
2589,5950215
2590,5950214
2591,5950213
2592,5949419
2593,5949418
2594,5949417
2595,5949416
2596,5949415
2597,5949414
2598,5949413
2599,5949412
2600,5949411
2601,5949410
2602,5946702
2603,5946701
2604,5946697
2605,5945993
2606,5945992
2607,5945991
2608,5945990
2609,5945989
2610,5945988
2611,5945987
2612,5945986
2613,5945985
2614,5943680
2615,5943679
2616,5943678
2617,5943055
2618,5943054
2619,5943053
2620,5943052
2621,5943051
2622,5943050
2623,5943049
2624,5943048
2625,5943047
2626,5943046
2627,5943039
2628,5940847
2629,5940846
2630,5940845
2631,5940844
2632,5940843
2633,5940842
2634,5940078
2635,5940077
2636,5940076
2637,5940075
2638,5940074
2639,5940073
2640,5940072
2641,5940071
2642,5940070
2643,5937422
2644,5937421
2645,5937420
2646,5937419
2647,5937418
2648,5937417
2649,5937416
2650,5936625
2651,5936624
2652,5936623
2653,5936622
2654,5933843
2655,5933842
2656,5933841
2657,5933599
2658,5933145
2659,5933144
2660,5933143
2661,5933142
2662,5933140
2663,5933139
2664,5933137
2665,5933136
2666,5930813
2667,5930812
2668,5930811
2669,5930810
2670,5930809
2671,5930808
2672,5929857
2673,5929856
2674,5929855
2675,5929854
2676,5929853
2677,5929852
2678,5929851
2679,5929848
2680,5929841
2681,5929840
2682,5926825
2683,5926824
2684,5926823
2685,5926822
2686,5926180
2687,5926179
2688,5926178
2689,5926177
2690,5926176
2691,5926175
2692,5926165
2693,5924109
2694,5924108
2695,5924107
2696,5924106
2697,5924105
2698,5924104
2699,5923861
2700,5923328
2701,5923327
2702,5923326
2703,5923325
2704,5923324
2705,5923323
2706,5920880
2707,5920879
2708,5920878
2709,5920877
2710,5920317
2711,5920316
2712,5920315
2713,5920314
2714,5920313
2715,5920312
2716,5920311
2717,5920304
2718,5920302
2719,5918240
2720,5918239
2721,5918238
2722,5918236
2723,5917493
2724,5917492
2725,5917491
2726,5917490
2727,5917489
2728,5917488
2729,5917487
2730,5917486
2731,5917485
2732,5917484
2733,5917483
2734,5917482
2735,5917481
2736,5917480
2737,5915259
2738,5915258
2739,5915257
2740,5915256
2741,5914718
2742,5914717
2743,5914716
2744,5914715
2745,5914714
2746,5914713
2747,5913221
2748,5913220
2749,5912669
2750,5912668
2751,5912667
2752,5912666
2753,5912665
2754,5912664
2755,5911146
2756,5911145
2757,5910803
2758,5910802
2759,5910800
2760,5910799
2761,5909690
2762,5909217
2763,5909216
2764,5909215
2765,5909214
2766,5909213
2767,5907852
2768,5907851
2769,5907850
2770,5907328
2771,5907327
2772,5907326
2773,5907325
2774,5907324
2775,5907320
2776,5905992
2777,5905991
2778,5905498
2779,5905496
2780,5905494
2781,5905493
2782,5905492
2783,5905476
2784,5903905
2785,5903904
2786,5903903
2787,5903902
2788,5903901
2789,5903269
2790,5903268
2791,5903267
2792,5903266
2793,5903265
2794,5903264
2795,5903261
2796,5903254
2797,5900877
2798,5900876
2799,5900875
2800,5900874
2801,5900873
2802,5900872
2803,5900871
2804,5900870
2805,5900869
2806,5900867
2807,5900005
2808,5900004
2809,5900003
2810,5900002
2811,5898435
2812,5898434
2813,5898433
2814,5898432
2815,5898431
2816,5898430
2817,5898429
2818,5898422
2819,5897670
2820,5897650
2821,5897649
2822,5897648
2823,5897647
2824,5897646
2825,5897645
2826,5897644
2827,5897643
2828,5896491
2829,5896133
2830,5896132
2831,5896123
2832,5895478
2833,5895477
2834,5895476
2835,5895475
2836,5895474
2837,5895473
2838,5894307
2839,5894305
2840,5893916
2841,5893915
2842,5893914
2843,5893134
2844,5893133
2845,5893132
2846,5893131
2847,5893130
2848,5893129
2849,5893128
2850,5893127
2851,5893126
2852,5893125
2853,5893124
2854,5893123
2855,5893122
2856,5892513
2857,5892512
2858,5892511
2859,5892510
2860,5892509
2861,5892507
2862,5892506
2863,5892475
2864,5890184
2865,5890183
2866,5890182
2867,5890181
2868,5890180
2869,5890179
2870,5890178
2871,5890177
2872,5890176
2873,5890175
2874,5890174
2875,5890173
2876,5890171
2877,5890170
2878,5889523
2879,5889522
2880,5889521
2881,5889520
2882,5889519
2883,5889518
2884,5889517
2885,5889516
2886,5889515
2887,5889514
2888,5886700
2889,5886699
2890,5886698
2891,5886696
2892,5886695
2893,5886694
2894,5886693
2895,5886692
2896,5886691
2897,5886690
2898,5886683
2899,5884056
2900,5883628
2901,5883626
2902,5883625
2903,5883624
2904,5883623
2905,5881381
2906,5880733
2907,5880732
2908,5880731
2909,5880730
2910,5880729
2911,5880728
2912,5880727
2913,5880726
2914,5880725
2915,5880724
2916,5877767
2917,5877766
2918,5877765
2919,5877764
2920,5877763
2921,5877762
2922,5877761
2923,5877760
2924,5877758
2925,5877757
2926,5877756
2927,5877744
2928,5875448
2929,5874964
2930,5874963
2931,5874962
2932,5874961
2933,5874960
2934,5874958
2935,5874957
2936,5874956
2937,5874954
2938,5874953
2939,5874952
2940,5874951
2941,5874950
2942,5874936
2943,5873111
2944,5873110
2945,5873109
2946,5873108
2947,5873107
2948,5873106
2949,5872569
2950,5872568
2951,5872567
2952,5872566
2953,5872565
2954,5872564
2955,5870771
2956,5870770
2957,5870769
2958,5870768
2959,5870767
2960,5870766
2961,5870093
2962,5870092
2963,5870091
2964,5870090
2965,5870089
2966,5870088
2967,5870087
2968,6112216
2969,6112215
2970,6112214
2971,6112213
2972,6112212
2973,6111580
2974,6111579
2975,6111578
2976,6111577
2977,6111576
2978,6111575
2979,6111574
2980,6111573
2981,6111572
2982,6111571
2983,6111570
2984,6111569
2985,6111568
2986,6111567
2987,6111562
2988,6111561
2989,6108676
2990,6108675
2991,6108674
2992,6108673
2993,6108672
2994,6108004
2995,6108003
2996,6108001
2997,6105046
2998,6105045
2999,6105044
3000,6105043
3001,6105042
3002,6104401
3003,6104400
3004,6104399
3005,6104398
3006,6104397
3007,6104396
3008,6104395
3009,6104394
3010,6104393
3011,6104392
3012,6104391
3013,6104390
3014,6101515
3015,6101514
3016,6101513
3017,6101512
3018,6101511
3019,6101510
3020,6101509
3021,6100891
3022,6100890
3023,6100889
3024,6100888
3025,6100887
3026,6100886
3027,6100885
3028,6100884
3029,6100883
3030,6100881
3031,6100871
3032,6100857
3033,6098086
3034,6098085
3035,6098084
3036,6098083
3037,6098081
3038,6097392
3039,6097391
3040,6097390
3041,6097389
3042,6097388
3043,6097387
3044,6097386
3045,6097385
3046,6097384
3047,6097383
3048,6097382
3049,6097381
3050,6094666
3051,6094665
3052,6094197
3053,6094196
3054,6094195
3055,6094194
3056,6094186
3057,6092092
3058,6092091
3059,6092089
3060,6092088
3061,6091417
3062,6091416
3063,6091415
3064,6091414
3065,6091413
3066,6091412
3067,6091411
3068,6091410
3069,6091409
3070,6091408
3071,6091407
3072,6091395
3073,6088713
3074,6088712
3075,6088711
3076,6088710
3077,6088709
3078,6088708
3079,6088707
3080,6088032
3081,6088031
3082,6088030
3083,6088029
3084,6088028
3085,6088027
3086,6088026
3087,6085206
3088,6085205
3089,6085204
3090,6085203
3091,6085202
3092,6085201
3093,6085031
3094,6084585
3095,6084584
3096,6084583
3097,6084582
3098,6084581
3099,6084566
3100,6084553
3101,6081818
3102,6081817
3103,6081816
3104,6081815
3105,6081814
3106,6081267
3107,6081266
3108,6081265
3109,6081264
3110,6081263
3111,6081262
3112,6078936
3113,6078935
3114,6078934
3115,6078327
3116,6078326
3117,6078325
3118,6078324
3119,6078323
3120,6078322
3121,6078321
3122,6078320
3123,6078308
3124,6075542
3125,6075537
3126,6075536
3127,6075535
3128,6075534
3129,6075533
3130,6075531
3131,6075530
3132,6075529
3133,6075528
3134,6075527
3135,6075526
3136,6073148
3137,6073147
3138,6073146
3139,6073145
3140,6073144
3141,6073143
3142,6073142
3143,6072494
3144,6072493
3145,6072492
3146,6072491
3147,6072490
3148,6072489
3149,6072488
3150,6072486
3151,6072485
3152,6072484
3153,6072483
3154,6072482
3155,6072480
3156,6072478
3157,6072463
3158,6070177
3159,6070176
3160,6070175
3161,6069630
3162,6069629
3163,6069628
3164,6069627
3165,6069626
3166,6069625
3167,6069624
3168,6069623
3169,6069622
3170,6069621
3171,6067555
3172,6067554
3173,6067553
3174,6067552
3175,6067087
3176,6067086
3177,6067085
3178,6067084
3179,6067072
3180,6065026
3181,6065025
3182,6065024
3183,6065023
3184,6065022
3185,6065021
3186,6064409
3187,6064387
3188,6064385
3189,6064384
3190,6064383
3191,6064382
3192,6064381
3193,6064380
3194,6064379
3195,6064377
3196,6061701
3197,6061700
3198,6061699
3199,6061698
3200,6061697
3201,6061696
3202,6061695
3203,6061694
3204,6061063
3205,6061062
3206,6061061
3207,6061060
3208,6061059
3209,6061058
3210,6061057
3211,6061056
3212,6061054
3213,6061048
3214,6057845
3215,6057844
3216,6057843
3217,6057842
3218,6057841
3219,6057840
3220,6057839
3221,6057838
3222,6057837
3223,6057836
3224,6057835
3225,6057834
3226,6057833
3227,6057832
3228,6055552
3229,6055551
3230,6055550
3231,6055549
3232,6055548
3233,6055522
3234,6054990
3235,6054989
3236,6054988
3237,6054987
3238,6054986
3239,6054985
3240,6054984
3241,6054983
3242,6054982
3243,6052514
3244,6052122
3245,6052121
3246,6052120
3247,6052108
3248,6052107
3249,6049812
3250,6049811
3251,6049336
3252,6049335
3253,6049334
3254,6049333
3255,6049332
3256,6049323
3257,6292813
3258,6292812
3259,6292811
3260,6292810
3261,6292809
3262,6292204
3263,6292188
3264,6292187
3265,6292186
3266,6292185
3267,6289364
3268,6289363
3269,6289362
3270,6289361
3271,6288732
3272,6288720
3273,6288719
3274,6288718
3275,6288717
3276,6288716
3277,6286018
3278,6286017
3279,6285381
3280,6285374
3281,6285367
3282,6285366
3283,6285365
3284,6285364
3285,6285363
3286,6285362
3287,6285361
3288,6282552
3289,6282551
3290,6281900
3291,6281899
3292,6281898
3293,6281897
3294,6281896
3295,6281895
3296,6281894
3297,6281893
3298,6281892
3299,6281877
3300,6279018
3301,6279017
3302,6279016
3303,6279015
3304,6279014
3305,6279013
3306,6278463
3307,6278456
3308,6278455
3309,6278454
3310,6278453
3311,6278452
3312,6278451
3313,6278450
3314,6278449
3315,6278448
3316,6278447
3317,6278446
3318,6278432
3319,6275833
3320,6275232
3321,6275230
3322,6275229
3323,6275228
3324,6275226
3325,6275225
3326,6275224
3327,6275223
3328,6272508
3329,6272507
3330,6272506
3331,6272505
3332,6271860
3333,6271853
3334,6271846
3335,6271845
3336,6271844
3337,6271843
3338,6271842
3339,6271841
3340,6271840
3341,6271839
3342,6271838
3343,6271837
3344,6268857
3345,6268856
3346,6268855
3347,6268854
3348,6268852
3349,6268851
3350,6268850
3351,6266684
3352,6266683
3353,6266682
3354,6266681
3355,6266680
3356,6266061
3357,6266060
3358,6266059
3359,6266058
3360,6266057
3361,6266056
3362,6266055
3363,6266053
3364,6266043
3365,6263352
3366,6263351
3367,6262736
3368,6262735
3369,6262734
3370,6262733
3371,6262732
3372,6262731
3373,6262730
3374,6262729
3375,6262727
3376,6262726
3377,6262725
3378,6262724
3379,6262723
3380,6262721
3381,6262720
3382,6260051
3383,6260050
3384,6259449
3385,6259448
3386,6259447
3387,6259446
3388,6259445
3389,6259444
3390,6259443
3391,6259442
3392,6259441
3393,6259440
3394,6256651
3395,6256650
3396,6256649
3397,6256648
3398,6256033
3399,6256032
3400,6256031
3401,6256030
3402,6256029
3403,6256028
3404,6256027
3405,6253221
3406,6253220
3407,6253219
3408,6253218
3409,6253217
3410,6253216
3411,6252598
3412,6252597
3413,6252596
3414,6252595
3415,6252594
3416,6252593
3417,6252592
3418,6252591
3419,6252589
3420,6252588
3421,6252587
3422,6252579
3423,6249795
3424,6249794
3425,6249284
3426,6249283
3427,6249282
3428,6249281
3429,6249280
3430,6247032
3431,6247031
3432,6247030
3433,6247029
3434,6247028
3435,6246411
3436,6246410
3437,6246409
3438,6246407
3439,6246406
3440,6246405
3441,6246404
3442,6246403
3443,6246402
3444,6246401
3445,6246400
3446,6243726
3447,6243725
3448,6243724
3449,6243723
3450,6243722
3451,6243721
3452,6243095
3453,6243094
3454,6243093
3455,6243092
3456,6243091
3457,6243090
3458,6243089
3459,6243088
3460,6243087
3461,6243086
3462,6243085
3463,6243071
3464,6240430
3465,6240429
3466,6239803
3467,6239802
3468,6239801
3469,6239800
3470,6239799
3471,6239798
3472,6239797
3473,6239796
3474,6239795
3475,6239793
3476,6237011
3477,6237010
3478,6236400
3479,6236399
3480,6236396
3481,6236395
3482,6236389
3483,6236387
3484,6233592
3485,6233591
3486,6233590
3487,6232982
3488,6232973
3489,6232972
3490,6232971
3491,6232970
3492,6232968
3493,6232966
3494,6232965
3495,6230174
3496,6230173
3497,6230172
3498,6230171
3499,6230170
3500,6230169
3501,6230168
3502,6230167
3503,6229542
3504,6229541
3505,6229540
3506,6229539
3507,6229538
3508,6229537
3509,6229535
3510,6229534
3511,6229532
3512,6473104
3513,6473103
3514,6473102
3515,6473101
3516,6473100
3517,6473099
3518,6473098
3519,6473097
3520,6473096
3521,6473095
3522,6470364
3523,6470363
3524,6470362
3525,6469723
3526,6469722
3527,6469721
3528,6469720
3529,6469719
3530,6469718
3531,6469717
3532,6469716
3533,6469715
3534,6469714
3535,6469713
3536,6469712
3537,6469711
3538,6466956
3539,6466955
3540,6466954
3541,6466953
3542,6466241
3543,6466240
3544,6466239
3545,6466238
3546,6466237
3547,6466236
3548,6466235
3549,6466234
3550,6466233
3551,6466232
3552,6463447
3553,6462763
3554,6462762
3555,6462761
3556,6462760
3557,6462759
3558,6462758
3559,6462757
3560,6462756
3561,6462755
3562,6462754
3563,6462753
3564,6460060
3565,6460059
3566,6460058
3567,6460057
3568,6460056
3569,6459442
3570,6459441
3571,6459440
3572,6457031
3573,6457030
3574,6457029
3575,6457028
3576,6457027
3577,6457026
3578,6457025
3579,6456308
3580,6456307
3581,6456306
3582,6456305
3583,6456304
3584,6456303
3585,6453329
3586,6453328
3587,6453327
3588,6452617
3589,6452616
3590,6452615
3591,6452614
3592,6452613
3593,6452612
3594,6452611
3595,6452610
3596,6452609
3597,6452608
3598,6452607
3599,6452606
3600,6449627
3601,6448988
3602,6448987
3603,6448986
3604,6448985
3605,6448984
3606,6448983
3607,6448982
3608,6448981
3609,6448980
3610,6448979
3611,6448978
3612,6448977
3613,6446100
3614,6446099
3615,6446098
3616,6446097
3617,6446096
3618,6446095
3619,6445400
3620,6445399
3621,6445398
3622,6442578
3623,6442577
3624,6442576
3625,6442575
3626,6442574
3627,6442573
3628,6441837
3629,6441836
3630,6441835
3631,6441834
3632,6441833
3633,6441832
3634,6441831
3635,6441830
3636,6438566
3637,6438565
3638,6438564
3639,6437812
3640,6437811
3641,6437810
3642,6437809
3643,6437808
3644,6437807
3645,6437806
3646,6437805
3647,6437804
3648,6437803
3649,6437802
3650,6437801
3651,6437800
3652,6437776
3653,6434581
3654,6434580
3655,6434579
3656,6434578
3657,6433802
3658,6433801
3659,6433800
3660,6433799
3661,6433798
3662,6433797
3663,6433796
3664,6433795
3665,6433794
3666,6430584
3667,6430583
3668,6430582
3669,6430581
3670,6429885
3671,6429884
3672,6429883
3673,6429882
3674,6429881
3675,6429880
3676,6429879
3677,6427155
3678,6426762
3679,6426761
3680,6426760
3681,6426759
3682,6424983
3683,6424982
3684,6424981
3685,6424980
3686,6424979
3687,6424978
3688,6424363
3689,6424362
3690,6424361
3691,6424360
3692,6424359
3693,6424358
3694,6424357
3695,6424356
3696,6421694
3697,6421693
3698,6421692
3699,6421691
3700,6421072
3701,6421071
3702,6421070
3703,6421069
3704,6421068
3705,6421067
3706,6421066
3707,6421065
3708,6418457
3709,6417874
3710,6417873
3711,6417872
3712,6417871
3713,6417870
3714,6417869
3715,6415307
3716,6415306
3717,6415305
3718,6415304
3719,6415303
3720,6414700
3721,6414699
3722,6414698
3723,6414697
3724,6414696
3725,6414695
3726,6411974
3727,6411973
3728,6411972
3729,6411971
3730,6411315
3731,6411314
3732,6411313
3733,6411312
3734,6411311
3735,6411310
3736,6411309
3737,6411308
3738,6411307
3739,6411289
3740,6408316
3741,6408315
3742,6407761
3743,6407760
3744,6407759
3745,6407758
3746,6407757
3747,6407756
3748,6407755
3749,6407754
3750,6407753
3751,6407752
3752,6407751
3753,6407750
3754,6405226
3755,6405225
3756,6405224
3757,6405223
3758,6405222
3759,6405221
3760,6404447
3761,6404446
3762,6404445
3763,6404444
3764,6404443
3765,6404442
3766,6404441
3767,6401105
3768,6400383
3769,6400382
3770,6400381
3771,6400379
3772,6400378
3773,6400377
3774,6397233
3775,6397232
3776,6397231
3777,6397230
3778,6396523
3779,6396522
3780,6396521
3781,6396520
3782,6396519
3783,6396518
3784,6396517
3785,6396516
3786,6396515
3787,6396514
3788,6396513
3789,6396512
3790,6396511
3791,6396510
3792,6396509
3793,6396488
3794,6396487
3795,6396486
3796,6396474
3797,6393445
3798,6393444
3799,6393443
3800,6393442
3801,6393441
3802,6392676
3803,6392675
3804,6392674
3805,6392673
3806,6392672
3807,6392671
3808,6392670
3809,6392669
3810,6392668
3811,6392667
3812,6392666
3813,6392665
3814,6392664
3815,6389437
3816,6389436
3817,6389435
3818,6389434
3819,6388688
3820,6388687
3821,6388686
3822,6388685
3823,6388683
3824,6388682
3825,6388681
3826,6388680
3827,6385630
3828,6385629
3829,6385628
3830,6385627
3831,6384853
3832,6384852
3833,6384851
3834,6384850
3835,6384849
3836,6384848
3837,6384847
3838,6384846
3839,6384845
3840,6384844
3841,6384843
3842,6384842
3843,6384823
3844,6381620
3845,6380959
3846,6380958
3847,6380957
3848,6380956
3849,6380955
3850,6380954
3851,6380953
3852,6380952
3853,6380951
3854,6380950
3855,6380949
3856,6377966
3857,6377965
3858,6377964
3859,6377963
3860,6377962
3861,6377288
3862,6377287
3863,6377286
3864,6377285
3865,6377284
3866,6377283
3867,6377282
3868,6377281
3869,6377254
3870,6377253
3871,6374275
3872,6374274
3873,6374273
3874,6374272
3875,6374271
3876,6374270
3877,6373508
3878,6373507
3879,6373506
3880,6373505
3881,6373504
3882,6373503
3883,6373502
3884,6373501
3885,6373481
3886,6373480
3887,6370552
3888,6370551
3889,6370550
3890,6369841
3891,6369840
3892,6369839
3893,6369838
3894,6369837
3895,6369836
3896,6369835
3897,6369834
3898,6369833
3899,6369811
3900,6366934
3901,6366933
3902,6366303
3903,6366302
3904,6366301
3905,6366300
3906,6366299
3907,6366298
3908,6366297
3909,6366296
3910,6363404
3911,6362842
3912,6362841
3913,6362840
3914,6362839
3915,6362838
3916,6362837
3917,6362836
3918,6360237
3919,6360236
3920,6360235
3921,6360234
3922,6359637
3923,6359636
3924,6359635
3925,6359634
3926,6359633
3927,6359632
3928,6359617
3929,6356924
3930,6356922
3931,6356921
3932,6356920
3933,6356288
3934,6356287
3935,6356286
3936,6356285
3937,6356284
3938,6356283
3939,6356282
3940,6353840
3941,6353839
3942,6353452
3943,6353451
3944,6353450
3945,6353449
3946,6353448
3947,6353447
3948,6353446
3949,6353445
3950,6353444
3951,6353443
3952,6351755
3953,6351273
3954,6351272
3955,6351271
3956,6351270
3957,6349316
3958,6349315
3959,6348936
3960,6348935
3961,6348934
3962,6348933
3963,6348932
3964,6346956
3965,6346954
3966,6346953
3967,6346952
3968,6346951
3969,6345284
3970,6344865
3971,6344864
3972,6344863
3973,6344862
3974,6344861
3975,6344860
3976,6344859
3977,6343302
3978,6342908
3979,6342907
3980,6342906
3981,6342905
3982,6342904
3983,6342903
3984,6342902
3985,6342901
3986,6651221
3987,6651220
3988,6651219
3989,6651218
3990,6651217
3991,6651216
3992,6650348
3993,6650347
3994,6650346
3995,6650345
3996,6650344
3997,6650343
3998,6650342
3999,6647535
4000,6647534
4001,6647533
4002,6647532
4003,6647531
4004,6646659
4005,6646658
4006,6646657
4007,6646656
4008,6646655
4009,6643825
4010,6643824
4011,6642947
4012,6642946
4013,6642945
4014,6642944
4015,6642943
4016,6642942
4017,6642941
4018,6642940
4019,6642939
4020,6642938
4021,6640234
4022,6639615
4023,6639614
4024,6639613
4025,6639612
4026,6639611
4027,6639610
4028,6639609
4029,6639608
4030,6639607
4031,6639606
4032,6638317
4033,6638316
4034,6638315
4035,6638314
4036,6638313
4037,6636250
4038,6636249
4039,6636248
4040,6636247
4041,6636246
4042,6636245
4043,6636244
4044,6636243
4045,6636242
4046,6636241
4047,6636240
4048,6636239
4049,6636238
4050,6636237
4051,6636236
4052,6635089
4053,6635088
4054,6633318
4055,6633317
4056,6633316
4057,6633315
4058,6633314
4059,6633313
4060,6633312
4061,6633311
4062,6633310
4063,6633309
4064,6633308
4065,6633307
4066,6632251
4067,6632250
4068,6632249
4069,6632248
4070,6631501
4071,6631500
4072,6631499
4073,6631498
4074,6631497
4075,6631496
4076,6631495
4077,6630946
4078,6630945
4079,6630944
4080,6630943
4081,6630942
4082,6630941
4083,6628315
4084,6628314
4085,6628313
4086,6628312
4087,6628311
4088,6628310
4089,6628309
4090,6628308
4091,6628307
4092,6628306
4093,6628305
4094,6628304
4095,6628303
4096,6628302
4097,6628301
4098,6626960
4099,6626959
4100,6626958
4101,6626957
4102,6626956
4103,6626955
4104,6626954
4105,6626953
4106,6624833
4107,6624832
4108,6624831
4109,6624830
4110,6624829
4111,6624828
4112,6624827
4113,6624826
4114,6623529
4115,6623528
4116,6623527
4117,6621509
4118,6621508
4119,6621507
4120,6621506
4121,6621505
4122,6621504
4123,6621503
4124,6621502
4125,6620207
4126,6620206
4127,6620205
4128,6620204
4129,6618063
4130,6618062
4131,6618061
4132,6618060
4133,6618059
4134,6618058
4135,6618057
4136,6616704
4137,6616703
