,0
4138,6616702
4139,6616701
4140,6616700
4141,6615226
4142,6614458
4143,6614457
4144,6614456
4145,6614455
4146,6614454
4147,6614453
4148,6614452
4149,6614451
4150,6614450
4151,6613101
4152,6613100
4153,6613099
4154,6613098
4155,6611277
4156,6611276
4157,6611275
4158,6610106
4159,6610105
4160,6610104
4161,6610103
4162,6610102
4163,6608640
4164,6608639
4165,6608638
4166,6608637
4167,6608636
4168,6608635
4169,6608634
4170,6608633
4171,6606106
4172,6606105
4173,6606104
4174,6606103
4175,6606102
4176,6606101
4177,6605122
4178,6605121
4179,6605120
4180,6603494
4181,6603493
4182,6603492
4183,6603491
4184,6603490
4185,6603489
4186,6603488
4187,6603487
4188,6602300
4189,6602299
4190,6602298
4191,6602297
4192,6600503
4193,6600502
4194,6600501
4195,6600500
4196,6600499
4197,6600498
4198,6600497
4199,6600496
4200,6599325
4201,6599324
4202,6597383
4203,6597382
4204,6597381
4205,6597380
4206,6597379
4207,6597378
4208,6597377
4209,6597376
4210,6597375
4211,6597374
4212,6597314
4213,6596032
4214,6596031
4215,6596030
4216,6593949
4217,6593948
4218,6593947
4219,6593946
4220,6593945
4221,6593944
4222,6593943
4223,6593942
4224,6593941
4225,6593940
4226,6592629
4227,6592628
4228,6592627
4229,6592626
4230,6591280
4231,6590597
4232,6590596
4233,6590595
4234,6590594
4235,6590593
4236,6590592
4237,6590590
4238,6590589
4239,6590588
4240,6590587
4241,6590586
4242,6590585
4243,6590584
4244,6589292
4245,6589291
4246,6589290
4247,6587861
4248,6587132
4249,6587131
4250,6587130
4251,6587129
4252,6587128
4253,6587127
4254,6587126
4255,6587125
4256,6587124
4257,6587123
4258,6587122
4259,6587121
4260,6585779
4261,6585778
4262,6585777
4263,6585776
4264,6585775
4265,6584480
4266,6584479
4267,6583801
4268,6583800
4269,6583799
4270,6583798
4271,6583797
4272,6583796
4273,6583795
4274,6583794
4275,6582475
4276,6582474
4277,6580442
4278,6580441
4279,6580440
4280,6580439
4281,6580438
4282,6580437
4283,6579324
4284,6578056
4285,6577330
4286,6577329
4287,6577328
4288,6577327
4289,6577326
4290,6577325
4291,6577324
4292,6577323
4293,6574645
4294,6574644
4295,6573916
4296,6573915
4297,6573914
4298,6573913
4299,6573912
4300,6573911
4301,6573910
4302,6573909
4303,6573908
4304,6573907
4305,6573906
4306,6572662
4307,6572661
4308,6572660
4309,6570597
4310,6570596
4311,6570595
4312,6570594
4313,6570593
4314,6570592
4315,6570591
4316,6570590
4317,6570589
4318,6570588
4319,6570587
4320,6570586
4321,6570585
4322,6569208
4323,6569207
4324,6569206
4325,6569205
4326,6567830
4327,6567829
4328,6567109
4329,6567108
4330,6567107
4331,6567106
4332,6567105
4333,6567104
4334,6567103
4335,6565611
4336,6565610
4337,6565609
4338,6565608
4339,6565607
4340,6563522
4341,6563521
4342,6563520
4343,6563519
4344,6563518
4345,6563517
4346,6563516
4347,6563515
4348,6563514
4349,6562078
4350,6562077
4351,6562076
4352,6560621
4353,6560620
4354,6559873
4355,6559872
4356,6559871
4357,6559870
4358,6559869
4359,6559868
4360,6559867
4361,6559866
4362,6559865
4363,6559864
4364,6559863
4365,6559862
4366,6559861
4367,6559860
4368,6558431
4369,6557017
4370,6557016
4371,6557015
4372,6556227
4373,6556226
4374,6556225
4375,6556224
4376,6556223
4377,6556222
4378,6556221
4379,6556220
4380,6556219
4381,6556218
4382,6553393
4383,6552739
4384,6552738
4385,6552737
4386,6551357
4387,6549878
4388,6549222
4389,6549221
4390,6549220
4391,6549219
4392,6549218
4393,6549217
4394,6549216
4395,6547831
4396,6547830
4397,6547829
4398,6546406
4399,6546405
4400,6545691
4401,6545690
4402,6545689
4403,6544294
4404,6544293
4405,6542913
4406,6542175
4407,6542174
4408,6542173
4409,6542172
4410,6542171
4411,6542170
4412,6542169
4413,6542168
4414,6542167
4415,6542166
4416,6542165
4417,6542164
4418,6542163
4419,6539407
4420,6539406
4421,6539405
4422,6539404
4423,6538676
4424,6538675
4425,6538674
4426,6538673
4427,6538672
4428,6538671
4429,6538670
4430,6538669
4431,6538668
4432,6538667
4433,6538666
4434,6538665
4435,6537325
4436,6537324
4437,6535897
4438,6535896
4439,6535233
4440,6535232
4441,6535231
4442,6535230
4443,6535229
4444,6535228
4445,6535227
4446,6535226
4447,6533822
4448,6532024
4449,6532023
4450,6529921
4451,6529920
4452,6529219
4453,6529218
4454,6529217
4455,6529216
4456,6529215
4457,6529214
4458,6527812
4459,6526426
4460,6526425
4461,6526424
4462,6526423
4463,6525749
4464,6525748
4465,6525747
4466,6525746
4467,6523048
4468,6522347
4469,6522346
4470,6522345
4471,6522344
4472,6522343
4473,6522342
4474,6832355
4475,6832354
4476,6832353
4477,6832352
4478,6832351
4479,6832350
4480,6832349
4481,6831668
4482,6831667
4483,6831666
4484,6831665
4485,6831664
4486,6831663
4487,6829748
4488,6829747
4489,6829746
4490,6829745
4491,6829744
4492,6829743
4493,6828994
4494,6828993
4495,6828992
4496,6828991
4497,6828990
4498,6828989
4499,6828988
4500,6826729
4501,6826728
4502,6826727
4503,6826726
4504,6826725
4505,6826724
4506,6825861
4507,6825860
4508,6825859
4509,6825858
4510,6823495
4511,6823494
4512,6823493
4513,6823492
4514,6823491
4515,6823490
4516,6822664
4517,6822663
4518,6822662
4519,6822661
4520,6820238
4521,6820237
4522,6820236
4523,6820235
4524,6819345
4525,6819344
4526,6819343
4527,6819342
4528,6819341
4529,6819340
4530,6819339
4531,6819338
4532,6819337
4533,6819336
4534,6816176
4535,6816175
4536,6816174
4537,6816172
4538,6813747
4539,6813746
4540,6813745
4541,6812941
4542,6812940
4543,6812939
4544,6812938
4545,6812937
4546,6810504
4547,6810503
4548,6809749
4549,6809748
4550,6809747
4551,6806893
4552,6806892
4553,6806891
4554,6806890
4555,6806889
4556,6804806
4557,6803931
4558,6803930
4559,6803929
4560,6803928
4561,6803927
4562,6803926
4563,6803925
4564,6803924
4565,6802042
4566,6802041
4567,6801231
4568,6801230
4569,6801229
4570,6801228
4571,6801227
4572,6801226
4573,6801225
4574,6801224
4575,6801223
4576,6801222
4577,6799303
4578,6799302
4579,6799301
4580,6799300
4581,6799299
4582,6799298
4583,6799297
4584,6798428
4585,6798426
4586,6795098
4587,6795097
4588,6795096
4589,6795095
4590,6795094
4591,6795093
4592,6795092
4593,6792577
4594,6792576
4595,6792575
4596,6792574
4597,6792573
4598,6792572
4599,6791588
4600,6791587
4601,6791586
4602,6791585
4603,6791584
4604,6791583
4605,6791582
4606,6791581
4607,6791580
4608,6791579
4609,6791578
4610,6791577
4611,6789231
4612,6789230
4613,6789229
4614,6789228
4615,6788319
4616,6788318
4617,6788317
4618,6788316
4619,6788315
4620,6788314
4621,6788313
4622,6785869
4623,6785868
4624,6785867
4625,6785866
4626,6785865
4627,6785864
4628,6784905
4629,6784904
4630,6784903
4631,6784902
4632,6784901
4633,6784900
4634,6784899
4635,6782510
4636,6782509
4637,6782508
4638,6782507
4639,6782506
4640,6782505
4641,6781611
4642,6781610
4643,6781609
4644,6781608
4645,6781607
4646,6779155
4647,6779154
4648,6779153
4649,6779152
4650,6779151
4651,6778195
4652,6778194
4653,6778193
4654,6778192
4655,6778191
4656,6775805
4657,6774921
4658,6774920
4659,6774919
4660,6774918
4661,6774917
4662,6772397
4663,6772396
4664,6772395
4665,6772394
4666,6772393
4667,6772180
4668,6771294
4669,6771293
4670,6771292
4671,6771291
4672,6771290
4673,6771289
4674,6771288
4675,6771287
4676,6771286
4677,6771285
4678,6771284
4679,6771283
4680,6769096
4681,6769095
4682,6769094
4683,6768501
4684,6768500
4685,6768499
4686,6766495
4687,6766494
4688,6765598
4689,6765597
4690,6765596
4691,6765595
4692,6765594
4693,6765593
4694,6765592
4695,6765591
4696,6765590
4697,6763501
4698,6763500
4699,6763499
4700,6763498
4701,6763497
4702,6763496
4703,6762778
4704,6762777
4705,6762776
4706,6762775
4707,6762774
4708,6762773
4709,6762772
4710,6762771
4711,6760887
4712,6760886
4713,6760885
4714,6760884
4715,6760050
4716,6760049
4717,6760048
4718,6760047
4719,6760046
4720,6760045
4721,6760044
4722,6760043
4723,6760042
4724,6757871
4725,6757870
4726,6757869
4727,6757868
4728,6757867
4729,6757866
4730,6757002
4731,6757001
4732,6757000
4733,6756999
4734,6756998
4735,6756997
4736,6754875
4737,6754874
4738,6754873
4739,6753892
4740,6753891
4741,6753890
4742,6753889
4743,6753888
4744,6753887
4745,6753886
4746,6753885
4747,6753884
4748,6753883
4749,6753882
4750,6751780
4751,6751779
4752,6751778
4753,6751777
4754,6751776
4755,6750890
4756,6750889
4757,6750888
4758,6750887
4759,6750886
4760,6750885
4761,6750884
4762,6750883
4763,6750882
4764,6750881
4765,6750880
4766,6750879
4767,6750878
4768,6750877
4769,6750858
4770,6748570
4771,6748569
4772,6747681
4773,6747680
4774,6747679
4775,6747678
4776,6747677
4777,6747676
4778,6747675
4779,6747674
4780,6747673
4781,6747672
4782,6745368
4783,6745367
4784,6744452
4785,6744451
4786,6744450
4787,6744449
4788,6744448
4789,6744447
4790,6744446
4791,6744445
4792,6742164
4793,6742163
4794,6742162
4795,6742161
4796,6741271
4797,6741270
4798,6741269
4799,6741268
4800,6741267
4801,6741266
4802,6741265
4803,6741264
4804,6738952
4805,6738951
4806,6738950
4807,6738084
4808,6738083
4809,6738082
4810,6738081
4811,6738080
4812,6738079
4813,6738078
4814,6738077
4815,6738076
4816,6738075
4817,6735741
4818,6735740
4819,6735739
4820,6735738
4821,6734886
4822,6734885
4823,6734884
4824,6734883
4825,6734882
4826,6734881
4827,6734880
4828,6734879
4829,6734878
4830,6734877
4831,6732333
4832,6732332
4833,6732331
4834,6732330
4835,6731316
4836,6731315
4837,6731314
4838,6731313
4839,6731312
4840,6731311
4841,6731310
4842,6731309
4843,6731308
4844,6731307
4845,6728935
4846,6728934
4847,6728933
4848,6728932
4849,6727930
4850,6727929
4851,6727928
4852,6727927
4853,6727926
4854,6727925
4855,6727924
4856,6727923
4857,6727922
4858,6727921
4859,6727920
4860,6727919
4861,6727918
4862,6727917
4863,6727916
4864,6727915
4865,6727914
4866,6725429
4867,6725428
4868,6725427
4869,6725426
4870,6725425
4871,6725424
4872,6725423
4873,6725422
4874,6725421
4875,6724409
4876,6724408
4877,6724407
4878,6724406
4879,6724405
4880,6724404
4881,6724403
4882,6724402
4883,6724401
4884,6724400
4885,6724399
4886,6721921
4887,6720985
4888,6720984
4889,6720983
4890,6720982
4891,6720981
4892,6720980
4893,6720979
4894,6718519
4895,6718518
4896,6718517
4897,6718516
4898,6718515
4899,6718353
4900,6717600
4901,6717599
4902,6717598
4903,6717597
4904,6717596
4905,6717595
4906,6717594
4907,6717593
4908,6717592
4909,6717591
4910,6717590
4911,6717589
4912,6717588
4913,6715131
4914,6715130
4915,6715129
4916,6715128
4917,6715127
4918,6715126
4919,6714223
4920,6714222
4921,6714221
4922,6714220
4923,6714219
4924,6714218
4925,6714217
4926,6714216
4927,6714215
4928,6714214
4929,6714213
4930,6711715
4931,6711714
4932,6710791
4933,6710790
4934,6710789
4935,6710788
4936,6710787
4937,6710786
4938,6710785
4939,6708311
4940,6708310
4941,6708309
4942,6707477
4943,6707476
4944,6707475
4945,6707474
4946,6707473
4947,6707472
4948,6707471
4949,6707470
4950,6707469
4951,6707468
4952,6704907
4953,6704906
4954,6704905
4955,6704034
4956,6704033
4957,6704032
4958,6704031
4959,6704030
4960,6704029
4961,6704028
4962,6701486
4963,6701485
4964,7861148
4965,7861149
4966,7861150
4967,7861151
4968,7861152
4969,7861153
4970,7861154
4971,7861155
4972,7861156
4973,7861157
4974,7861158
4975,7861159
4976,7861160
4977,7861161
4978,7861162
4979,7861163
4980,7861164
4981,7861165
4982,7861166
4983,7861167
4984,7861168
4985,7861169
4986,7861170
4987,7861171
4988,7861172
4989,7861173
4990,7861174
4991,7861175
4992,7861176
4993,7861177
4994,7861178
4995,7861179
4996,7861180
4997,7861181
4998,7861182
4999,7861183
5000,7861184
5001,7861185
5002,7861186
5003,7861187
5004,7861188
5005,7861189
